,article,name,picture,tag,time,title,url
98,"СПЧ сообщил, что его сайт подвергся мощным DDoS-атакам и функционирует с перебоями Сайт   (СПЧ) атаковали хакеры. Об этом сообщил СПЧ в своем  -канале. «Сайт СПЧ вновь подвергся мощным DDoS-атакам и со вчерашнего дня функционирует с перебоями», — заявили представители Совета и добавили, что в настоящий момент специалисты работают над устранением этой проблемы. Они добавили, что хакеры атакуют официальный сайт СПЧ с начала спецоперации на Украине. «Атаки на ресурс правозащитников — лишнее подтверждение того, что правда не нужна», — подчеркнули в Совете. Ранее 23 июня  , что массовым атакам подвергся портал «Госуслуг». В Минцифры   в мощных DDoS-атаках на ресурс Украину. Также представители ведомства заверили, что данные пользователей «Госуслуг» защищены.",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/16/20220623161938202/owl_detail_240_c2de28f00baa3b0ae58728b772e0d61c.jpg,Интернет и СМИ,2022-06-23 16:15:00,Сайт СПЧ атаковали хакеры,https://lenta.ru/news/2022/06/23/ddos/>
99,"В Швейцарии сообщили, что не покупали золото у России в мае Швейцарская Ассоциация производителей и торговцев драгоценными металлами (ASFCMP) сообщила на своем  , что непричастна к импорту золота из России в мае. Организация опросила все состоящие в ней организации и утверждает, что ни один из крупных производителей не принимал ввезенное золото. ASFCMP заявила, что «сомнительному» золоту нет места в Швейцарии, она ожидает от своих членов отказа от покупки драгметалла. ASFCMP включает 14 членов, среди которых все крупнейшие обрабатывающие компании. Поскольку все открестились от российского золота, остается загадкой, кто же его купил. В июне Bloomberg  , что Швейцария импортировала золото из России впервые после начала специальной военной операции на Украине. Речь идет о трех тоннах. Между тем Евросоюз   усилить давление на Россию с дальнейшими санкциями и уже начал искать новую мишень. Под ограничения могут попасть продажи золота.",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/15/20220623152337494/owl_detail_240_8914c3c59d6abb1828282ea5c1224d54.jpeg,Экономика,2022-06-23 16:18:00,Швейцария открестилась от российского золота,https://lenta.ru/news/2022/06/23/nenashe/>
160,"Международные резервы России сократились за неделю на 2,1%, до $582,3 млрд, сообщает ,.,«Международные резервы по состоянию на 17 июня составили 582,3 млрд долларов США, сократившись за неделю на 12,3 млрд долларов США, или на 2,1%, в результате отрицательной переоценки», — говорится в сообщении.,С 3 по 10 июня международные резервы , на 0,6% и составили $594,6 млрд.,В середине июня , , возможность дальнейшего снижения ключевой ставки в случае, если ситуация в экономике страны будет складываться благоприятно.,Выступая на пленарном заседании Петербургского международного экономического форума (ПМЭФ), президент России , ,, что мировые страны неизбежно начнут конвертировать свои валютные резервы в сырье, энергоносители и продовольствие, что еще больше подстегнет мировую долларовую инфляцию.",gazeta-ru,https://img.gazeta.ru/files3/286/14908286/RIAN_3121903.HR-pic_32ratio_900x600-900x600-40837.jpg,business,2022-06-23 16:18:14,"Международные резервы России за неделю сократились на 2,1% ",https://www.gazeta.ru/business/news/2022/06/23/17992436.shtml>
100,"Художники из Швейцарии создали инсталляцию в виде гостиничного номера без стен и дверей Художники из Швейцарии Фрэнк и Патрик Риклин (Frank and Patrik Riklin) создали инсталляцию в виде гостиничного номера без стен и дверей — туристам предлагается переночевать в нем за 275 фунтов стерлингов (около 20 тысяч рублей). Об этом пишет  . Арт-инсталляция The Zero Star («Ноль звезд» —  ) находится рядом с заправкой в муниципалитете Сайон. Импровизированный номер представляет собой деревянную платформу, на которой расположены двуспальная кровать, прикроватные тумбочки и сейф. При этом потолка, дверей и стен в «номере» нет. По словам художников, таким образом они хотели привлечь внимание общества к глобальным мировым проблемам: войнам, изменению климата и социальному неравенству. Номер без стен можно забронировать в период с 1 июля по 18 сентября. Отмечается, что братья Рилкин делали подобные инсталляции в других местах европейской страны: посреди поля, на вершине холма и в горах. Ранее ', "" результаты международной премии Travellers' Choice 2022 — лучшим отелем мира был признан Tulemar Bungalows & Villas, который расположен в Коста-Рике. Гостиница находится в джунглях на склоне холма с видом на Тихий океан. Помимо локации отеля, путешественников в нем привлекает уровень сервиса, чистота и природные виды.""]",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/15/20220623153221912/owl_detail_240_409ce2a6c8ff115d084fd3683e282fef.jpg,Путешествия,2022-06-23 16:19:00,В Европе туристам предложили переночевать в отеле без стен за 20 тысяч рублей,https://lenta.ru/news/2022/06/23/nowalls/>
266,"  Бойцы Народной милиции Луганской Народной республики проводят в четверг зачистку в селе Горское, откуда украинские войска несколько лет обстреливали ЛНР, передает корреспондент РИА Новости с места событий. Бойцы двигаются вдоль улиц и проверяют территорию села на наличие противника. Дорога на въезде в село сильно повреждена противотанковыми минами, а мост со стороны Тошковки подорван. Со стороны   слышны разрывы боеприпасов. Горское - населенный пункт, из которого, по сообщениям Совместного центра по контролю и координации режима прекращения огня, украинские боевики неоднократно обстреливали освобожденные союзными войсками города в  :  , Золотое-5,  . Посол ЛНР в     ранее сообщил, что Горское и Золотое, откуда 8 лет обстреливали республику, взяты в блокаду. После окружения украинских войск в Горском и Золотом Народная милиция ЛНР продолжает наступление на север, на южные районы Лисичанска, в котором находится группировка численностью 5-7 тысяч украинских военных.",ria-ru,https://cdnn21.img.ria.ru/images/07e6/06/09/1794225242_0:293:3110:2042_1920x0_80_0_0_b53f0b323aa36f2653519c156220b0e6.jpg,"Специальная военная операция на Украине,В мире,Луганская Народная Республика,Украина,Вооруженные силы Украины,Ситуация в ДНР и ЛНР",2022-06-23 16:20:00,Силы ЛНР начали зачистку от украинских войск в селе Горское,https://ria.ru/20220623/gorskoe-1797614423.html?rcmd_alg=slotter
101,"Актер Майкл Джей Фокс получит почетный «Оскар» за вклад в дело гуманизма Канадо-американский актер   получит почетную премию «Оскар» за вклад в дело гуманизма. Об этом  The Hollywood Reporter. «Неустанная пропаганда Майклом Дж. Фоксом исследований болезни Паркинсона наряду с его безграничным оптимизмом служит примером влияния одного человека на изменение будущего миллионов людей», — говорится в заявлении Американской академии кинематографических искусств и наук. Приз имени Джина Хершолта также получат композитор и поэтесса Дайан Уоррен, режиссеры Питер Вейр и Эзан Пальси. Ранее этой премии были удостоены актер  , певец Фрэнк Синатра, телеведущая Опра Уинфри, гендиректор DreamWorks Animation SKG   и актриса  . Майкл Джей Фокс получил широкую известность в 1985 году благодаря роли Марти Макфлая в фильме   «Назад в будущее». Позже актер снялся в двух сиквелах, вышедших в прокат в 1989 и 1990 годах. В 1991 году у Фокса была обнаружена болезнь Паркинсона. Актер публично объявил о своем диагнозе в 1998-м.",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/14/20220623140038650/owl_detail_240_47a451f9fe962c3c9f4a8edea3364d26.jpg,Культура,2022-06-23 16:23:00,Майкл Джей Фокс получит почетный «Оскар»,https://lenta.ru/news/2022/06/23/jfox/>
264," Великобританию ждет ухудшение продовольственного кризиса после разрыва связей с Россией, а также из-за обострения ситуации на Украине. Об этом   опрошенные The Telegraph эксперты. Как отмечается в статье, в мае компании из Соединенного Королевства заплатили за товары первой необходимости на 10,3 процента больше, чем в 2021-м, а стоимость импортных продуктов питания выросла на рекордные за 14 лет 20,5 процента. По словам специалистов из инвестиционного банка Citi, цены на продовольствие в Британии поднимутся еще на 20 процентов в течение первых месяцев 2023 года. Такое подорожание произойдет в результате кульминации глобального дефицита предложения, считают аналитики. Инфляционная спираль не только бьет по благосостоянию жителей страны, но и оказывает давление на фермеров, сталкивающихся с увеличением затрат на топливо, корма, удобрения и рабочую силу. Национальное объединение промышленников Make UK уже забило тревогу и обратилось к правительству для принятия срочных мер по защите предприятий, пострадавших от роста расходов на сырье. Негативное влияние на британский продовольственный рынок оказывает ситуация на  , которая сократила экспорт подсолнечного масла. Торговцы зерном, в свою очередь, возлагают надежды на  , начавшую сбор урожая. По их мнению, это могло бы ослабить инфляционное давление. На фоне российской спецоперации по защите  , начавшейся 24 февраля, страны Запада ввели санкции против  . Многие из них объявили о заморозке российских активов, стали громче звучать призывы отказаться от энергоносителей. Все это уже обернулось экономическими проблемами для Соединенных Штатов,   и Евросоюза, спровоцировав резкий рост цен на нефть, газ и товары массового потребления.",ria-ru,https://cdnn21.img.ria.ru/images/155568/98/1555689899_0:105:2000:1230_1920x0_80_0_0_072d6ab93cc0e94b2398b0453a88eb3d.jpg,"Экономика,Россия,Великобритания,Украина",2022-06-23 16:23:00,В Британии готовятся к худшему после разрыва с Россией,https://ria.ru/20220623/britaniya-1797616138.html
102,"Путин заявил, что лидерство стран БРИКС востребовано в выработке многополярного мира На данный момент лидерство стран   востребовано для создания многополярного мира. На это указал президент России   на саммите БРИКС, передает  . «Сейчас как никогда востребовано лидерство стран БРИКС в выработке объединяющего позитивного курса на формирование по-настоящему многополярной системы межгосударственных отношений, основанной на общепризнанных нормах международного права и ключевых принципах устава  », — заявил глава государства. Путин уточнил, что в этом процессе можно также расчитывать на помощь ряда стран Африки, Азии, Латинской Америки, которые проводят независимую политику. Ранее российский лидер  , что на основе корзины валют стран БРИКС (Бразилии, России, Индии, Китая, ЮАР) может быть создана новая международная резервная валюта. По его словам, Россия предлагает другим государствам БРИКС подключиться к Системе передачи финансовых сообщений (СПФС) российского  .",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/16/20220623162441563/owl_detail_240_23f5441753d434b38a9deb1ea23d95f5.jpg,Мир,2022-06-23 16:24:00,Путин указал на востребованность лидерства стран БРИКС,https://lenta.ru/news/2022/06/23/briks_lidership/>
103,"Каспийский трубопроводный консорциум выплатит 5,3 млрд рублей за разлив нефти в 2021 году Каспийский трубопроводный консорциум (КТК) выплатит 5,3 миллиарда рублей за разлив нефти в Черном море летом 2021 года, выполняя решение суда, пишет ТАСС со ссылкой на сообщение компании. «В дальнейшем КТК планирует отстаивать свою позицию по предмету арбитража в правовом поле», — уточнили в компании. Иск о возмещении ущерба подавал  , суд удовлетворил его 27 апреля. КТК хотела обжаловать решение о взыскании ущерба за инцидент, однако 23 июня арбитражный суд апелляционной инстанции в Ростове-на-Дону оставил его в силе. В компании указали, что просили вновь провести судебную экспертизу для определения массы нефти, оказавшейся в воде. КТК представила суду и свои варианты расчета объемов. Росприроднадзор утверждал, что объем разлива нефти составил 394 тонны, но в компании с оценкой не согласны. Разлив произошел на морском терминале КТК под   в августе 2021 года. Причиной   проблемы с оборудованием при погрузке греческого танкера Minerva Symphony.",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/16/20220623162022768/owl_detail_240_6d267db602716e78c4b0efbd4565c455.jpg,Среда обитания,2022-06-23 16:24:00,За разлив нефти в Черном море выплатят миллиарды рублей,https://lenta.ru/news/2022/06/23/ktk/>
104,"Президент Украины Зеленский заявил об усталости украинцев от военных действий Президент Украины   заявил, что регионы страны, находящиеся в относительной безопасности, тоже устали от темы боевых действий. Главу государства цитирует  . «Люди забывают, и в других государствах есть усталость от войны, так же и на Украине те, кто не попадают под обстрелы, они забывают, что нужно делать», — сказал украинский лидер. Ранее премьер-министр Великобритании    , что несмотря на то, что люди во всем мире уже устали слушать новости и испытывать на себе последствия конфликта на Украине, эта тема является крайне важной. Британский лидер отметил, что Лондон совместно с другими государствами готов и дальше помогать украинцам. При этом, по его словам, Запад не должен навязывать какие-либо взгляды жителям страны, поскольку они должны сами решать, какие действия им стоит предпринимать в сложившейся ситуации.",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/16/20220623161636810/owl_detail_240_fffec1211c346bad2cbb2edda72e0246.jpg,Бывший СССР,2022-06-23 16:24:00,Зеленский заявил об усталости от темы войны на Украине,https://lenta.ru/news/2022/06/23/tired/>
